1.0 7.0 3.5
1.0 9.0 2.5
3.0 6.0 0.5
3.0 10.0 3.5
3.0 14.0 0.5
3.0 20.0 2.5
3.0 24.0 4.0
3.0 46.0 1.0
3.0 53.0 4.0
3.0 56.0 2.5
3.0 57.0 0.5
3.0 67.0 4.0
3.0 70.0 2.5
3.0 73.0 0.5
3.0 81.0 2.0
3.0 92.0 2.5
3.0 95.0 3.0
3.0 97.0 4.0
3.0 105.0 3.0
3.0 106.0 3.0
3.0 116.0 1.0
3.0 130.0 2.5
3.0 134.0 2.5
3.0 140.0 2.5
3.0 142.0 4.0
3.0 146.0 1.5
3.0 147.0 4.0
3.0 152.0 3.5
3.0 153.0 2.0
3.0 154.0 1.5
3.0 157.0 1.5
3.0 168.0 4.0
3.0 169.0 3.5
3.0 170.0 2.0
3.0 175.0 1.0
3.0 176.0 3.5
3.0 179.0 2.5
3.0 182.0 3.0
3.0 193.0 4.0
3.0 197.0 3.0
4.0 17.0 0.5
6.0 7.0 3.5
6.0 210.0 4.0
7.0 11.0 4.0
7.0 214.0 1.5
7.0 215.0 3.5
8.0 217.0 4.0
10.0 215.0 4.0
12.0 2.0 3.5
12.0 211.0 2.5
13.0 4.0 4.0
13.0 218.0 3.0
13.0 228.0 4.0
14.0 233.0 3.0
16.0 2.0 4.0
16.0 207.0 4.0
16.0 235.0 3.5
17.0 215.0 4.0
19.0 3.0 2.5
19.0 211.0 3.5
21.0 3.0 3.0
21.0 7.0 2.0
21.0 8.0 4.0
21.0 11.0 4.0
21.0 12.0 4.0
21.0 205.0 4.0
21.0 215.0 4.0
21.0 220.0 4.0
21.0 239.0 3.0
21.0 241.0 4.0
22.0 7.0 4.0
22.0 17.0 4.0
23.0 207.0 3.0
23.0 219.0 2.0
25.0 7.0 3.5
25.0 9.0 2.0
25.0 13.0 4.0
25.0 17.0 3.0
25.0 233.0 3.0
25.0 236.0 3.5
25.0 244.0 3.5
25.0 247.0 2.5
25.0 250.0 4.0
25.0 253.0 3.0
27.0 3.0 1.0
27.0 5.0 2.5
27.0 215.0 0.5
27.0 239.0 1.5
27.0 255.0 1.5
28.0 1.0 2.0
28.0 2.0 3.0
28.0 3.0 2.0
28.0 207.0 2.5
28.0 210.0 2.5
28.0 213.0 2.5
28.0 216.0 2.0
28.0 236.0 4.0
28.0 249.0 3.0
28.0 254.0 2.0
29.0 267.0 0.5
29.0 277.0 0.5
29.0 279.0 3.0
29.0 283.0 2.0
29.0 284.0 3.0
29.0 286.0 4.0
29.0 288.0 3.0
29.0 292.0 3.5
29.0 300.0 3.0
30.0 1.0 4.0
30.0 8.0 4.0
30.0 13.0 4.0
30.0 121.0 4.0
30.0 210.0 0.5
30.0 214.0 1.0
30.0 220.0 0.5
30.0 241.0 2.0
30.0 244.0 1.5
30.0 246.0 0.5
30.0 248.0 2.5
31.0 2.0 2.5
31.0 11.0 4.0
32.0 13.0 4.0
32.0 206.0 3.0
33.0 206.0 1.0
33.0 207.0 3.0
34.0 121.0 4.0
34.0 207.0 4.0
34.0 216.0 3.0
34.0 234.0 4.0
35.0 2.0 3.0
36.0 2.0 4.0
36.0 6.0 4.0
36.0 205.0 4.0
36.0 213.0 4.0
36.0 234.0 3.0
36.0 235.0 3.5
37.0 5.0 4.0
37.0 11.0 3.5
37.0 121.0 3.5
37.0 207.0 3.0
37.0 244.0 4.0
37.0 245.0 3.5
37.0 246.0 3.5
37.0 251.0 4.0
37.0 252.0 3.5
37.0 257.0 3.5
38.0 121.0 1.0
38.0 205.0 1.0
38.0 235.0 2.0
38.0 241.0 1.5
38.0 247.0 1.5
38.0 249.0 1.0
38.0 251.0 1.0
38.0 255.0 1.0
39.0 11.0 3.0
39.0 235.0 3.0
39.0 257.0 3.0
41.0 216.0 3.0
42.0 212.0 4.0
43.0 3.0 1.5
44.0 10.0 3.5
45.0 4.0 1.5
45.0 216.0 2.0
46.0 4.0 3.0
46.0 5.0 3.5
46.0 207.0 3.5
47.0 313.0 4.0
49.0 246.0 3.5
50.0 2.0 3.0
50.0 11.0 4.0
50.0 206.0 4.0
50.0 207.0 3.5
50.0 211.0 4.0
50.0 219.0 4.0
50.0 252.0 3.0
50.0 255.0 3.5
51.0 320.0 4.0
51.0 322.0 3.0
51.0 326.0 0.5
51.0 328.0 4.0
51.0 329.0 4.0
52.0 213.0 3.0
53.0 2.0 4.0
53.0 4.0 2.5
53.0 8.0 3.0
53.0 121.0 3.5
53.0 206.0 4.0
53.0 207.0 4.0
53.0 210.0 3.5
53.0 213.0 3.5
53.0 239.0 3.5
53.0 246.0 3.0
53.0 247.0 3.5
55.0 2.0 3.0
55.0 6.0 3.5
55.0 217.0 3.5
55.0 220.0 3.0
55.0 235.0 3.0
55.0 249.0 4.0
56.0 84.0 4.0
56.0 207.0 0.5
56.0 213.0 0.5
56.0 245.0 4.0
56.0 250.0 1.0
56.0 255.0 4.0
56.0 338.0 3.0
58.0 257.0 1.0
59.0 243.0 3.0
60.0 8.0 0.5
61.0 7.0 2.0
61.0 8.0 3.0
61.0 214.0 4.0
63.0 2.0 4.0
63.0 198.0 4.0
63.0 218.0 3.5
63.0 242.0 4.0
64.0 6.0 2.5
64.0 12.0 3.0
64.0 17.0 2.5
64.0 212.0 2.0
64.0 220.0 3.0
64.0 241.0 3.0
64.0 243.0 2.5
64.0 245.0 3.0
64.0 249.0 2.5
64.0 255.0 3.5
64.0 257.0 2.0
65.0 2.0 3.0
65.0 216.0 3.0
66.0 2.0 3.0
67.0 9.0 4.0
67.0 211.0 3.0
67.0 235.0 2.5
67.0 239.0 2.5
68.0 3.0 4.0
68.0 5.0 4.0
68.0 13.0 4.0
68.0 84.0 4.0
68.0 214.0 4.0
68.0 219.0 4.0
68.0 233.0 4.0
68.0 244.0 4.0
68.0 246.0 4.0
68.0 250.0 4.0
68.0 253.0 4.0
69.0 2.0 1.0
69.0 205.0 4.0
69.0 207.0 3.0
69.0 219.0 2.5
70.0 17.0 4.0
70.0 211.0 4.0
70.0 253.0 3.5
71.0 2.0 3.5
71.0 9.0 3.5
72.0 1.0 2.5
72.0 2.0 3.0
72.0 5.0 4.0
72.0 12.0 3.0
72.0 17.0 4.0
72.0 215.0 3.0
72.0 217.0 4.0
72.0 241.0 4.0
72.0 244.0 4.0
72.0 254.0 4.0
72.0 255.0 4.0
73.0 5.0 4.0
73.0 8.0 3.0
73.0 10.0 3.0
73.0 13.0 3.0
73.0 121.0 3.5
73.0 210.0 3.0
73.0 212.0 3.0
73.0 220.0 3.0
73.0 233.0 3.0
73.0 245.0 3.0
73.0 257.0 3.0
74.0 261.0 3.0
75.0 216.0 2.5
75.0 257.0 3.0
78.0 358.0 3.0
78.0 360.0 4.0
78.0 362.0 3.0
78.0 374.0 2.5
78.0 377.0 4.0
78.0 382.0 0.5
79.0 8.0 0.5
79.0 13.0 4.0
79.0 84.0 4.0
79.0 233.0 3.0
79.0 304.0 2.0
79.0 352.0 3.0
79.0 386.0 2.0
79.0 387.0 0.5
79.0 393.0 4.0
79.0 394.0 3.0
79.0 403.0 3.5
79.0 408.0 3.0
79.0 412.0 3.0
79.0 421.0 4.0
79.0 423.0 2.5
79.0 427.0 2.5
79.0 430.0 1.5
79.0 438.0 2.0
79.0 441.0 2.5
79.0 448.0 2.5
79.0 457.0 1.0
79.0 463.0 1.0
79.0 465.0 4.0
79.0 482.0 2.5
79.0 490.0 3.5
79.0 492.0 2.0
79.0 493.0 0.5
79.0 500.0 4.0
79.0 502.0 2.5
79.0 503.0 3.0
79.0 509.0 1.0
79.0 512.0 2.5
79.0 520.0 2.5
80.0 207.0 3.0
80.0 318.0 4.0
80.0 512.0 4.0
81.0 90.0 3.5
81.0 214.0 2.5
81.0 215.0 3.0
81.0 244.0 3.0
81.0 379.0 3.0
81.0 542.0 2.0
81.0 545.0 4.0
81.0 546.0 4.0
83.0 1.0 4.0
83.0 6.0 2.5
83.0 8.0 1.0
83.0 17.0 2.5
83.0 214.0 4.0
83.0 216.0 3.0
83.0 236.0 3.0
83.0 252.0 3.0
83.0 255.0 2.5
84.0 11.0 3.5
84.0 17.0 4.0
84.0 213.0 4.0
84.0 217.0 4.0
84.0 220.0 4.0
85.0 212.0 4.0
85.0 215.0 4.0
85.0 255.0 4.0
86.0 5.0 4.0
86.0 13.0 4.0
86.0 206.0 4.0
86.0 216.0 4.0
86.0 220.0 0.5
86.0 233.0 4.0
86.0 235.0 1.5
86.0 239.0 4.0
86.0 243.0 4.0
86.0 250.0 4.0
87.0 17.0 2.5
87.0 207.0 2.0
87.0 219.0 3.0
88.0 5.0 1.5
88.0 251.0 3.5
89.0 257.0 2.5
90.0 1.0 4.0
90.0 214.0 4.0
91.0 121.0 4.0
91.0 234.0 4.0
91.0 292.0 4.0
91.0 352.0 1.5
91.0 425.0 4.0
91.0 554.0 4.0
91.0 555.0 4.0
91.0 566.0 3.5
91.0 574.0 3.0
91.0 576.0 3.0
92.0 2.0 1.5
92.0 10.0 2.0
92.0 12.0 1.5
92.0 206.0 3.5
92.0 213.0 3.5
92.0 216.0 1.5
93.0 1.0 2.5
93.0 7.0 2.5
93.0 12.0 2.0
94.0 10.0 3.0
95.0 4.0 4.0
95.0 213.0 3.5
95.0 214.0 3.5
95.0 216.0 3.0
95.0 241.0 3.0
95.0 245.0 3.5
95.0 246.0 2.5
95.0 577.0 2.0
96.0 6.0 3.0
96.0 7.0 1.5
96.0 10.0 3.5
96.0 205.0 2.0
96.0 206.0 3.0
96.0 216.0 3.0
96.0 220.0 1.5
96.0 233.0 3.0
96.0 244.0 3.5
96.0 581.0 2.0
97.0 1.0 0.5
97.0 6.0 4.0
97.0 13.0 2.5
97.0 211.0 4.0
97.0 213.0 2.5
97.0 234.0 2.0
97.0 245.0 2.0
97.0 248.0 1.5
97.0 257.0 3.5
98.0 236.0 1.0
98.0 294.0 4.0
98.0 582.0 2.0
98.0 584.0 4.0
98.0 587.0 3.5
98.0 589.0 4.0
98.0 592.0 4.0
99.0 10.0 2.0
99.0 207.0 1.5
99.0 215.0 1.0
99.0 241.0 2.0
102.0 17.0 3.5
104.0 10.0 2.0
104.0 11.0 3.5
105.0 7.0 3.0
105.0 257.0 2.5
106.0 17.0 2.0
106.0 217.0 4.0
106.0 239.0 3.5
107.0 3.0 3.0
107.0 7.0 3.0
107.0 8.0 2.5
107.0 17.0 3.5
107.0 210.0 4.0
107.0 236.0 3.0
107.0 598.0 4.0
108.0 2.0 3.5
109.0 59.0 4.0
109.0 318.0 4.0
109.0 432.0 4.0
110.0 7.0 4.0
110.0 10.0 2.5
110.0 207.0 3.5
110.0 216.0 2.5
111.0 3.0 0.5
111.0 4.0 1.5
111.0 11.0 1.5
111.0 17.0 1.5
111.0 121.0 2.5
111.0 211.0 2.5
111.0 241.0 1.0
111.0 249.0 2.0
111.0 257.0 1.5
112.0 1.0 3.0
112.0 7.0 3.0
112.0 338.0 4.0
112.0 608.0 1.0
114.0 8.0 3.5
114.0 11.0 2.0
114.0 12.0 2.5
114.0 13.0 3.0
114.0 235.0 4.0
114.0 239.0 3.0
115.0 11.0 3.5
115.0 220.0 3.5
115.0 233.0 3.0
115.0 241.0 3.0
115.0 250.0 3.0
116.0 8.0 3.0
116.0 9.0 2.5
116.0 11.0 3.5
116.0 215.0 3.0
116.0 251.0 3.0
117.0 11.0 3.0
118.0 12.0 3.0
119.0 17.0 3.0
120.0 2.0 3.5
120.0 7.0 3.0
120.0 205.0 2.0
120.0 249.0 4.0
121.0 9.0 3.0
121.0 10.0 3.5
121.0 12.0 3.0
121.0 207.0 3.5
121.0 211.0 4.0
121.0 217.0 3.0
121.0 236.0 3.5
121.0 239.0 3.0
121.0 250.0 3.0
121.0 251.0 3.0
122.0 10.0 0.5
122.0 244.0 3.5
122.0 245.0 2.5
122.0 255.0 3.0
123.0 205.0 2.5
123.0 241.0 1.5
124.0 8.0 3.0
124.0 10.0 4.0
124.0 11.0 3.5
124.0 12.0 4.0
124.0 205.0 1.0
124.0 206.0 2.5
124.0 215.0 2.0
124.0 236.0 2.5
124.0 250.0 3.0
124.0 255.0 1.5
125.0 1.0 4.0
125.0 7.0 4.0
125.0 11.0 4.0
125.0 211.0 4.0
126.0 7.0 2.0
126.0 17.0 3.5
126.0 207.0 1.5
126.0 236.0 4.0
127.0 13.0 3.0
127.0 215.0 4.0
127.0 254.0 2.5
128.0 1.0 1.5
128.0 10.0 3.5
128.0 11.0 3.5
128.0 17.0 1.5
128.0 212.0 1.0
128.0 215.0 3.0
128.0 252.0 2.0
128.0 254.0 3.0
128.0 256.0 2.0
128.0 615.0 3.5
129.0 17.0 3.0
129.0 211.0 4.0
129.0 215.0 4.0
129.0 235.0 3.0
129.0 245.0 4.0
129.0 251.0 4.0
130.0 3.0 4.0
130.0 213.0 3.0
130.0 239.0 3.5
131.0 215.0 3.5
133.0 11.0 3.0
134.0 241.0 2.0
135.0 2.0 4.0
135.0 211.0 4.0
136.0 8.0 4.0
136.0 215.0 3.0
136.0 362.0 4.0
136.0 373.0 3.0
136.0 624.0 4.0
136.0 631.0 1.0
136.0 640.0 2.5
136.0 644.0 4.0
136.0 647.0 3.0
136.0 652.0 3.0
137.0 10.0 4.0
137.0 17.0 4.0
137.0 84.0 3.0
137.0 211.0 3.5
137.0 217.0 3.0
137.0 234.0 2.0
137.0 239.0 3.0
137.0 247.0 3.5
137.0 249.0 3.0
137.0 257.0 2.0
138.0 1.0 3.5
138.0 3.0 3.5
138.0 5.0 3.0
138.0 205.0 4.0
138.0 207.0 2.0
138.0 217.0 2.5
138.0 220.0 2.0
138.0 234.0 2.0
138.0 245.0 2.0
138.0 252.0 2.0
138.0 253.0 2.0
139.0 84.0 3.0
139.0 211.0 3.0
139.0 216.0 4.0
139.0 220.0 3.0
139.0 235.0 2.5
139.0 241.0 4.0
139.0 244.0 3.0
139.0 247.0 2.5
139.0 248.0 3.0
139.0 250.0 3.5
141.0 10.0 4.0
142.0 8.0 3.0
142.0 17.0 2.5
142.0 219.0 3.0
142.0 250.0 3.5
144.0 8.0 3.0
144.0 9.0 2.5
144.0 211.0 3.0
144.0 242.0 4.0
144.0 658.0 4.0
145.0 7.0 2.5
